"examples\\j30.sm\\j304_6.sm"; 45; 3.9095ms
"examples\\j30.sm\\j304_7.sm"; 56; 8.437ms
"examples\\j30.sm\\j304_8.sm"; 55; 4.6555ms
"examples\\j30.sm\\j304_9.sm"; 38; 4.7452ms
"examples\\j30.sm\\j305_1.sm"; 53; 988.4946ms
"examples\\j30.sm\\j305_10.sm"; 70; 963.5758ms
"examples\\j30.sm\\j305_2.sm"; 83; 1.0541561s
"examples\\j30.sm\\j305_3.sm"; 76; 1.0508256s
"examples\\j30.sm\\j305_4.sm"; 63; 1.1839098s
"examples\\j30.sm\\j305_5.sm"; 76; 795.9256ms
"examples\\j30.sm\\j305_6.sm"; 64; 1.1508152s
"examples\\j30.sm\\j305_7.sm"; 76; 1.3719096s
"examples\\j30.sm\\j305_8.sm"; 67; 1.2289624s
"examples\\j30.sm\\j305_9.sm"; 49; 949.9176ms
"examples\\j30.sm\\j306_1.sm"; 59; 748.969ms
"examples\\j30.sm\\j306_10.sm"; 61; 858.2988ms
"examples\\j30.sm\\j306_2.sm"; 51; 905.5484ms
"examples\\j30.sm\\j306_3.sm"; 48; 763.2242ms
"examples\\j30.sm\\j306_4.sm"; 42; 906.0039ms
"examples\\j30.sm\\j306_5.sm"; 67; 945.7454ms
"examples\\j30.sm\\j306_6.sm"; 37; 800.7059ms
"examples\\j30.sm\\j306_7.sm"; 46; 841.7291ms
"examples\\j30.sm\\j306_8.sm"; 39; 154.4167ms
"examples\\j30.sm\\j306_9.sm"; 51; 745.3493ms
"examples\\j30.sm\\j307_1.sm"; 55; 3.6934ms
"examples\\j30.sm\\j307_10.sm"; 49; 851.9592ms
"examples\\j30.sm\\j307_2.sm"; 42; 147.066ms
"examples\\j30.sm\\j307_3.sm"; 42; 686.5098ms
"examples\\j30.sm\\j307_4.sm"; 44; 107.5607ms
"examples\\j30.sm\\j307_5.sm"; 44; 833.2419ms
"examples\\j30.sm\\j307_6.sm"; 35; 4.2042ms
"examples\\j30.sm\\j307_7.sm"; 50; 27.8358ms
"examples\\j30.sm\\j307_8.sm"; 44; 854.7865ms
"examples\\j30.sm\\j307_9.sm"; 60; 737.9578ms
"examples\\j30.sm\\j308_1.sm"; 44; 3.6714ms
"examples\\j30.sm\\j308_10.sm"; 67; 3.2347ms
"examples\\j30.sm\\j308_2.sm"; 51; 6.0301ms
"examples\\j30.sm\\j308_3.sm"; 53; 4.2539ms
"examples\\j30.sm\\j308_4.sm"; 48; 3.9743ms
"examples\\j30.sm\\j308_5.sm"; 58; 7.8103ms
"examples\\j30.sm\\j308_6.sm"; 47; 4.0259ms
"examples\\j30.sm\\j308_7.sm"; 41; 3.9031ms
"examples\\j30.sm\\j308_8.sm"; 51; 7.7145ms
"examples\\j30.sm\\j308_9.sm"; 39; 4.263ms
"examples\\j30.sm\\j309_1.sm"; 83; 1.3183654s
"examples\\j30.sm\\j309_10.sm"; 88; 1.3566116s
"examples\\j30.sm\\j309_2.sm"; 92; 951.531ms
"examples\\j30.sm\\j309_3.sm"; 71; 1.1328576s
"examples\\j30.sm\\j309_4.sm"; 71; 1.2391212s
"examples\\j30.sm\\j309_5.sm"; 70; 804.9305ms
"examples\\j30.sm\\j309_6.sm"; 59; 924.8671ms
"examples\\j30.sm\\j309_7.sm"; 64; 886.0543ms
"examples\\j30.sm\\j309_8.sm"; 91; 1.0870086s
"examples\\j30.sm\\j309_9.sm"; 63; 845.6558ms
